id,university_id,ig_handle,relation_type,source,confidence,posts_scraped,discovered_at
1,769,kemahasiswaan_uad,kemahasiswaan,serper_search,0.6,1,"2026-02-24 06:40:04"
2,770,alumni_dan_mahasiswa_uia,alumni,serper_search,0.65,1,"2026-02-24 06:40:17"
3,771,pmb_uma,pmb,serper_search,0.65,1,"2026-02-24 06:40:30"
4,771,antiguosalumnosuma,alumni,serper_search,0.65,1,"2026-02-24 06:40:30"
5,774,ui.dita,alumni,serper_search,0.6,1,"2026-02-24 06:41:07"
6,788,bem_stdiis,bem,serper_search,0.65,1,"2026-02-24 06:42:21"
8,789,ika_pnb,alumni,serper_search,0.65,1,"2026-02-24 06:42:33"
9,789,alumni_pnbjogja,alumni,serper_search,0.65,1,"2026-02-24 06:42:33"
12,791,bem.uki_toraja,bem,serper_search,0.65,1,"2026-02-24 06:42:58"
13,791,kemahasiswaanukitoraja,kemahasiswaan,serper_search,0.65,1,"2026-02-24 06:42:58"
14,791,kemahasiswaanukip,kemahasiswaan,serper_search,0.65,1,"2026-02-24 06:42:58"
15,791,ikafaked_uki,alumni,serper_search,0.65,1,"2026-02-24 06:42:58"
16,791,lppm_uki,lppm,serper_search,0.65,1,"2026-02-24 06:42:58"
21,794,pmb.umbk.bekasi,pmb,serper_search,0.7,1,"2026-02-24 06:43:34"
22,794,bem_umbk,bem,serper_search,0.65,1,"2026-02-24 06:43:34"
25,794,birohumas.umb,humas,serper_search,0.6,1,"2026-02-24 06:43:35"
26,795,bem.sim,bem,serper_search,0.65,1,"2026-02-24 06:43:45"
27,795,fasimakkah,alumni,serper_search,0.65,1,"2026-02-24 06:43:45"
30,796,bem.umj,bem,serper_search,0.95,1,"2026-02-24 06:43:57"
31,796,pmb.umj,pmb,serper_search,0.95,1,"2026-02-24 06:43:57"
32,796,pkkmb.bemumj,bem,serper_search,0.65,1,"2026-02-24 06:43:57"
33,796,kemahasiswaan.umjcampus,kemahasiswaan,serper_search,0.65,1,"2026-02-24 06:43:57"
34,796,kemahasiswaan.umj,kemahasiswaan,serper_search,0.65,1,"2026-02-24 06:43:57"
35,796,lppm_umj,lppm,serper_search,0.65,1,"2026-02-24 06:43:57"
42,802,bem_atb,bem,serper_search,0.65,1,"2026-02-24 06:44:44"
44,804,bem_sttpontianak,bem,serper_search,0.65,1,"2026-02-24 06:44:56"
45,804,noularotinsulu,alumni,serper_search,0.65,1,"2026-02-24 06:44:56"
48,806,lppm.univ_annuqayah,lppm,serper_search,0.6,1,"2026-02-24 06:45:20"
50,811,bem.upm,bem,serper_search,0.65,1,"2026-02-24 06:45:32"
51,811,humas_upm,humas,serper_search,0.65,1,"2026-02-24 06:45:32"
52,811,upmiac,alumni,serper_search,0.65,0,"2026-02-24 06:45:32"
53,811,pusatperhubunganalumniupm,alumni,serper_search,0.65,0,"2026-02-24 06:45:32"
57,812,bem.umt,bem,serper_search,0.65,0,"2026-02-24 06:45:43"
58,812,bem_umt,bem,serper_search,0.65,0,"2026-02-24 06:45:43"
59,812,bem_fkip_umt,bem,serper_search,0.65,0,"2026-02-24 06:45:43"
60,812,pusatalumniumt,alumni,serper_search,0.65,0,"2026-02-24 06:45:43"
61,812,persatuanalumniumt,alumni,serper_search,0.65,0,"2026-02-24 06:45:43"
62,812,alumni_metropolitan,alumni,serper_search,0.65,0,"2026-02-24 06:45:43"
63,812,lppm_umt,lppm,serper_search,0.65,0,"2026-02-24 06:45:43"
64,812,bemumt,bem,serper_search,0.725,0,"2026-02-24 06:45:44"
67,812,didimuhtadi25,humas,serper_search,0.65,0,"2026-02-24 06:45:44"
72,822,bem.ppm,bem,serper_search,0.65,0,"2026-02-24 06:46:34"
73,822,kemahasiswaanppm,kemahasiswaan,serper_search,0.65,0,"2026-02-24 06:46:34"
74,822,ika_ppm,alumni,serper_search,0.65,0,"2026-02-24 06:46:34"
75,822,lppm_telkomunivpwt,lppm,serper_search,0.65,0,"2026-02-24 06:46:34"
76,834,lppm_ici,lppm,serper_search,0.65,0,"2026-02-24 06:47:24"
77,849,bem.uim,bem,serper_search,0.65,0,"2026-02-24 10:40:43"
78,849,bem_uim,bem,serper_search,0.65,0,"2026-02-24 10:40:43"
79,849,bem_uim_pamekasan,bem,serper_search,0.65,0,"2026-02-24 10:40:43"
80,855,alumnippb10,alumni,serper_search,0.65,0,"2026-02-24 10:41:39"
81,876,bem_sttkao,bem,serper_search,0.65,0,"2026-02-24 10:43:49"
82,876,bem_stt_tawangmangu,bem,serper_search,0.65,0,"2026-02-24 10:43:49"
83,876,bem_waska,bem,serper_search,0.65,0,"2026-02-24 10:43:49"
84,876,humas.sttwarga,humas,serper_search,0.65,0,"2026-02-24 10:43:49"
85,876,pmb.sttw,pmb,serper_search,0.65,0,"2026-02-24 10:43:49"
86,876,kemasttnf,kemahasiswaan,serper_search,0.65,0,"2026-02-24 10:43:49"
87,876,kemahasiswaansttgks,kemahasiswaan,serper_search,0.65,0,"2026-02-24 10:43:49"
88,876,kemahasiswaan.sttmigas,kemahasiswaan,serper_search,0.65,0,"2026-02-24 10:43:49"
89,876,stttelkom95,alumni,serper_search,0.65,0,"2026-02-24 10:43:49"
90,876,lppmnf,lppm,serper_search,0.65,0,"2026-02-24 10:43:49"
91,876,lppm_sttbi,lppm,serper_search,0.65,0,"2026-02-24 10:43:49"
92,883,bem_umbanten,bem,serper_search,0.65,0,"2026-02-24 10:44:15"
93,883,bem_umb_smart,bem,serper_search,0.65,0,"2026-02-24 10:44:15"
94,883,bemumberau,bem,serper_search,0.65,0,"2026-02-24 10:44:15"
95,883,humas.umb,humas,serper_search,0.65,0,"2026-02-24 10:44:15"
96,883,birohumas.umb,humas,serper_search,0.65,0,"2026-02-24 10:44:15"
97,883,reels,humas,serper_search,0.65,0,"2026-02-24 10:44:15"
98,883,pmb_umbengkulu,pmb,serper_search,0.65,0,"2026-02-24 10:44:15"
99,883,kemahasiswaan_umb,kemahasiswaan,serper_search,0.65,0,"2026-02-24 10:44:15"
100,883,kariralumni.umb,alumni,serper_search,0.65,0,"2026-02-24 10:44:15"
101,883,lppm.umb,lppm,serper_search,0.65,0,"2026-02-24 10:44:15"
102,896,bem_sttpontianak,bem,serper_search,0.65,0,"2026-02-24 10:45:30"
103,902,ikaubk,alumni,serper_search,0.95,0,"2026-02-24 10:46:22"
104,902,pemirabemfeb.ubk,bem,serper_search,0.65,0,"2026-02-24 10:46:22"
105,1703,kaspb_fc,alumni,serper_search,0.65,0,"2026-02-25 02:40:20"
106,1710,alumniuiii,alumni,serper_search,0.65,0,"2026-02-25 02:41:19"
107,1710,kemahasiswaanuii,kemahasiswaan,serper_search,0.6,0,"2026-02-25 02:41:19"
108,1715,bem_sanggabuana,bem,serper_search,0.65,0,"2026-02-25 02:41:54"
109,1715,bem_usb_surakarta,bem,serper_search,0.65,0,"2026-02-25 02:41:54"
110,1715,bem.usb.tuban,bem,serper_search,0.65,0,"2026-02-25 02:41:54"
111,1715,birokemahasiswaanusb,kemahasiswaan,serper_search,0.65,0,"2026-02-25 02:41:54"
112,1715,lppm_usb_ypkp,lppm,serper_search,0.65,0,"2026-02-25 02:41:54"
113,1721,bem_akupunktursurabaya,bem,serper_search,0.95,0,"2026-02-25 02:42:32"
114,1721,aasic.id,alumni,serper_search,0.65,0,"2026-02-25 02:42:32"
115,1724,bemunm_,bem,serper_search,0.65,0,"2026-02-25 02:42:45"
116,1724,lk3bemunm,bem,serper_search,0.65,0,"2026-02-25 02:42:45"
117,1724,burhanuddin_humasunm,humas,serper_search,0.65,0,"2026-02-25 02:42:45"
118,1724,ika_unm,alumni,serper_search,0.65,0,"2026-02-25 02:42:45"
119,1724,lp2m_unm,lppm,serper_search,0.65,0,"2026-02-25 02:42:45"
120,1724,kemahasiswaan.nusamandiri,kemahasiswaan,serper_search,0.6,0,"2026-02-25 02:42:45"
121,1745,bemumm,bem,serper_search,0.65,0,"2026-02-25 02:43:58"
122,1745,pmb_umm,pmb,serper_search,0.65,0,"2026-02-25 02:43:58"
123,1745,kemahasiswaan_umm,kemahasiswaan,serper_search,0.65,0,"2026-02-25 02:43:58"
124,1745,lppmumm,lppm,serper_search,0.65,0,"2026-02-25 02:43:58"
125,1758,bemumm,bem,serper_search,0.65,0,"2026-02-25 02:44:38"
126,1758,pmb_umm,pmb,serper_search,0.65,0,"2026-02-25 02:44:38"
127,1758,kemahasiswaan_umm,kemahasiswaan,serper_search,0.65,0,"2026-02-25 02:44:38"
128,1758,lppmumm,lppm,serper_search,0.65,0,"2026-02-25 02:44:38"
129,1773,bem.ugm,bem,serper_search,0.65,0,"2026-02-25 02:45:14"
130,1773,humasugm,humas,serper_search,0.65,0,"2026-02-25 02:45:14"
131,1773,ditmawaugm,kemahasiswaan,serper_search,0.65,0,"2026-02-25 02:45:14"
132,1773,ugmalumni,alumni,serper_search,0.65,0,"2026-02-25 02:45:14"
133,1773,redalumni.ugm,alumni,serper_search,0.65,0,"2026-02-25 02:45:14"
134,1777,lppmutssurabaya,lppm,serper_search,0.95,0,"2026-02-25 02:45:26"
135,1777,bemutsofficial,bem,serper_search,0.65,0,"2026-02-25 02:45:26"
136,1777,bemuts_hijau,bem,serper_search,0.65,0,"2026-02-25 02:45:26"
137,1777,kemahasiswaan.uts,kemahasiswaan,serper_search,0.65,0,"2026-02-25 02:45:26"
138,1777,utsalumni,alumni,serper_search,0.65,0,"2026-02-25 02:45:26"
139,1781,alumni.pss,alumni,serper_search,0.65,0,"2026-02-25 02:45:51"
140,1783,usialumni,alumni,serper_search,0.65,0,"2026-02-25 02:46:07"
141,1895,bem_ung,bem,serper_search,0.95,0,"2026-02-25 04:00:21"
142,1895,bem.ung,bem,serper_search,0.65,0,"2026-02-25 04:00:21"
143,1895,bima.ung,kemahasiswaan,serper_search,0.65,0,"2026-02-25 04:00:21"
144,1895,info.lppm.ung,lppm,serper_search,0.65,0,"2026-02-25 04:00:21"
145,1918,bem_iais_lumajang,bem,serper_search,0.65,0,"2026-02-25 04:01:09"
146,1918,humas_iais,humas,serper_search,0.65,0,"2026-02-25 04:01:09"
147,1918,pmb.iais,pmb,serper_search,0.65,0,"2026-02-25 04:01:09"
148,1926,bem.steisalarsyadi,bem,serper_search,0.65,0,"2026-02-25 04:01:33"
149,1932,bemuaialimentos,bem,serper_search,0.65,0,"2026-02-25 04:01:44"
150,1932,kemahasiswaan.uai,kemahasiswaan,serper_search,0.65,0,"2026-02-25 04:01:44"
151,1932,pemberdayaanalumni.uai,alumni,serper_search,0.65,0,"2026-02-25 04:01:44"
152,1932,lppm.uai,lppm,serper_search,0.65,0,"2026-02-25 04:01:44"
153,1949,bem.uajpr,bem,serper_search,0.65,0,"2026-02-25 04:02:33"
154,1949,perluni.uaj,alumni,serper_search,0.65,0,"2026-02-25 04:02:33"
155,1949,lppmuaj,lppm,serper_search,0.65,0,"2026-02-25 04:02:33"
156,1956,bem_plb,bem,serper_search,0.875,0,"2026-02-25 04:03:08"
157,1956,prodi_humas_plb,humas,serper_search,0.875,0,"2026-02-25 04:03:08"
158,2136,kemahasiswaan_unp,kemahasiswaan,serper_search,0.65,0,"2026-02-25 06:40:17"
159,2136,iluni_unp,alumni,serper_search,0.65,0,"2026-02-25 06:40:17"
160,2136,lp2m_unp,lppm,serper_search,0.65,0,"2026-02-25 06:40:17"
161,2169,ika_ubb,alumni,serper_search,0.65,0,"2026-02-25 06:42:09"
162,2169,alumni_ubb,alumni,serper_search,0.65,0,"2026-02-25 06:42:09"
163,2169,lppmubbofficial,lppm,serper_search,0.65,0,"2026-02-25 06:42:09"
164,2191,bemuns,bem,serper_search,0.65,0,"2026-02-25 06:43:10"
165,2191,kemahasiswaan_uns,kemahasiswaan,serper_search,0.65,0,"2026-02-25 06:43:10"
166,2191,alumni_uns,alumni,serper_search,0.65,0,"2026-02-25 06:43:10"
167,2191,alumniuns,alumni,serper_search,0.65,0,"2026-02-25 06:43:10"
168,2191,dakm.uns,alumni,serper_search,0.65,0,"2026-02-25 06:43:10"
169,2191,keluargaalumnifkuns,alumni,serper_search,0.65,0,"2026-02-25 06:43:10"
170,2191,alumni.uns,alumni,serper_search,0.65,0,"2026-02-25 06:43:10"
171,2191,lppm.uns,lppm,serper_search,0.65,0,"2026-02-25 06:43:10"
172,2191,psdlppmuns,lppm,serper_search,0.65,0,"2026-02-25 06:43:10"
173,2200,bem_stie_kramat,bem,serper_search,0.6,0,"2026-02-25 06:43:59"
174,2222,kemahasiswaanutu,kemahasiswaan,serper_search,0.65,0,"2026-02-25 06:44:59"
175,2222,kemahasiswaan_utu,kemahasiswaan,serper_search,0.65,0,"2026-02-25 06:44:59"
176,2222,lppm_utu,lppm,serper_search,0.65,0,"2026-02-25 06:44:59"
177,2227,bem.ubn,bem,serper_search,0.65,0,"2026-02-25 06:45:12"
178,2227,bem.ubn_,bem,serper_search,0.65,0,"2026-02-25 06:45:12"
179,2228,kemahasiswaan_pnp,kemahasiswaan,serper_search,0.95,0,"2026-02-25 06:45:24"
180,2228,ikatanalumni_pnp,alumni,serper_search,0.95,0,"2026-02-25 06:45:24"
181,2228,academic.pnp,kemahasiswaan,serper_search,0.65,0,"2026-02-25 06:45:24"
182,2234,bem_umbp2_pakam,bem,serper_search,0.65,0,"2026-02-25 06:46:03"
183,2234,lppm.umb,lppm,serper_search,0.6,0,"2026-02-25 06:46:03"
190,1003,bemumm,bem,serper_search,0.65,0,"2026-02-25 07:49:39"
191,1003,pmb_umm,pmb,serper_search,0.65,0,"2026-02-25 07:49:39"
192,1003,kemahasiswaan_umm,kemahasiswaan,serper_search,0.65,0,"2026-02-25 07:49:39"
193,1003,kemahasiswaanumm,kemahasiswaan,serper_search,0.65,0,"2026-02-25 07:49:39"
194,1003,lppmumm,lppm,serper_search,0.65,0,"2026-02-25 07:49:39"
198,1745,kemahasiswaanumm,kemahasiswaan,serper_search,0.65,0,"2026-02-25 07:49:58"
200,1928,pmb_ump,pmb,serper_search,0.875,0,"2026-02-25 07:50:11"
201,1928,kemahasiswaan_ump,kemahasiswaan,serper_search,0.65,0,"2026-02-25 07:50:11"
202,1928,lppmump,lppm,serper_search,0.65,0,"2026-02-25 07:50:11"
203,2816,bem.uay,bem,serper_search,0.65,0,"2026-02-25 07:50:50"
204,2960,bem.ums,bem,serper_search,0.65,0,"2026-02-25 07:51:02"
205,2960,kemahasiswaan.ums,kemahasiswaan,serper_search,0.65,0,"2026-02-25 07:51:02"
206,2960,paumsofficial,alumni,serper_search,0.65,0,"2026-02-25 07:51:02"
207,2960,lppmums,lppm,serper_search,0.65,0,"2026-02-25 07:51:02"
208,3976,bemumm,bem,serper_search,0.65,0,"2026-02-25 07:51:14"
209,3976,pmb_umm,pmb,serper_search,0.65,0,"2026-02-25 07:51:14"
210,3976,kemahasiswaan_umm,kemahasiswaan,serper_search,0.65,0,"2026-02-25 07:51:14"
211,3976,umm.alumni,alumni,serper_search,0.65,0,"2026-02-25 07:51:14"
212,3976,lppmumm,lppm,serper_search,0.65,0,"2026-02-25 07:51:14"
213,4334,bemfai.umpwt,bem,serper_search,0.65,0,"2026-02-25 07:51:26"
214,4334,pmb_ump,pmb,serper_search,0.65,0,"2026-02-25 07:51:26"
215,4334,kemahasiswaan_ump,kemahasiswaan,serper_search,0.65,0,"2026-02-25 07:51:26"
216,4334,cdc_umpurwokerto,alumni,serper_search,0.65,0,"2026-02-25 07:51:26"
217,4334,lppmump,lppm,serper_search,0.65,0,"2026-02-25 07:51:26"
218,4377,alumniukmofficial,alumni,serper_search,0.65,0,"2026-02-25 07:51:38"
219,4377,nadialumniukm,alumni,serper_search,0.65,0,"2026-02-25 07:51:38"
220,4514,bem.ubmg_official,bem,serper_search,0.65,0,"2026-02-25 07:51:50"
221,4514,ubm_kemahasiswaan,kemahasiswaan,serper_search,0.65,0,"2026-02-25 07:51:50"
222,4957,bem_ubl,bem,serper_search,0.95,0,"2026-02-25 07:52:03"
223,4957,kemahasiswaan_budiluhur,kemahasiswaan,serper_search,0.95,0,"2026-02-25 07:52:03"
224,4957,himanika_nawasanga,alumni,serper_search,0.65,0,"2026-02-25 07:52:03"
225,4957,kemahasiswaan_ubl,kemahasiswaan,serper_search,0.65,0,"2026-02-25 07:52:03"
226,4957,lppmubl,lppm,serper_search,0.65,0,"2026-02-25 07:52:03"
227,4957,alumnibudiluhur,alumni,serper_search,0.6,0,"2026-02-25 07:52:03"
228,5361,bemuds_jember,bem,serper_search,0.65,0,"2026-02-25 07:52:15"
229,5361,pmb_uds,pmb,serper_search,0.65,0,"2026-02-25 07:52:15"
230,5361,kemahasiswaan_uds,kemahasiswaan,serper_search,0.65,0,"2026-02-25 07:52:15"
231,6303,ucs.alumni,alumni,serper_search,0.65,0,"2026-02-25 07:52:41"
232,6863,bem.ums,bem,serper_search,0.65,0,"2026-02-25 07:52:53"
233,6863,bemumsjember,bem,serper_search,0.65,0,"2026-02-25 07:52:53"
234,6863,kemahasiswaan.ums,kemahasiswaan,serper_search,0.65,0,"2026-02-25 07:52:53"
235,6863,paumsofficial,alumni,serper_search,0.65,0,"2026-02-25 07:52:53"
236,6863,lppmums,lppm,serper_search,0.65,0,"2026-02-25 07:52:53"
237,2522,bem_stfsp,bem,serper_search,0.95,0,"2026-02-25 10:40:05"
238,2528,alumni_uam,alumni,serper_search,0.65,0,"2026-02-25 10:40:17"
239,2528,bemuniversitasanwarmedika,bem,serper_search,0.6,0,"2026-02-25 10:40:17"
240,2540,bemupb,bem,serper_search,0.95,0,"2026-02-25 10:40:41"
241,2540,alumniupb,alumni,serper_search,0.65,0,"2026-02-25 10:40:41"
242,2552,bem_stikesppurworejo,bem,serper_search,0.65,0,"2026-02-25 10:41:17"
243,2552,koral_supmpontianak,alumni,serper_search,0.65,0,"2026-02-25 10:41:17"
244,2564,bem.smb,bem,serper_search,0.725,0,"2026-02-25 10:41:44"
245,2564,alumnismlb,alumni,serper_search,0.65,0,"2026-02-25 10:41:44"
246,2564,lppm.smb,lppm,serper_search,0.65,0,"2026-02-25 10:41:44"
247,2585,bemutsofficial,bem,serper_search,0.65,0,"2026-02-25 10:42:47"
248,2585,bemuts_hijau,bem,serper_search,0.65,0,"2026-02-25 10:42:47"
249,2585,kemahasiswaan.uts,kemahasiswaan,serper_search,0.65,0,"2026-02-25 10:42:47"
250,2585,utsalumni,alumni,serper_search,0.65,0,"2026-02-25 10:42:47"
251,2585,lppmutssurabaya,lppm,serper_search,0.65,0,"2026-02-25 10:42:47"
252,2587,ppsbitung,humas,serper_search,0.65,0,"2026-02-25 10:43:11"
253,2598,bem_stie_kramat,bem,serper_search,0.6,0,"2026-02-25 10:44:00"
254,2603,bemupb,bem,serper_search,0.65,0,"2026-02-25 10:44:13"
255,2626,bem.ubn,bem,serper_search,0.65,0,"2026-02-25 10:45:17"
256,2626,bem.ubn_,bem,serper_search,0.65,0,"2026-02-25 10:45:17"
257,2646,bem.ums,bem,serper_search,0.65,0,"2026-02-25 10:45:55"
258,2646,bemumsjember,bem,serper_search,0.65,0,"2026-02-25 10:45:55"
259,2646,kemahasiswaan.ums,kemahasiswaan,serper_search,0.65,0,"2026-02-25 10:45:55"
260,2646,paumsofficial,alumni,serper_search,0.65,0,"2026-02-25 10:45:55"
261,2646,lppmums,lppm,serper_search,0.65,0,"2026-02-25 10:45:55"
262,2945,himapta.ubb,bem,serper_search,0.65,0,"2026-02-26 02:40:45"
263,2945,alumni_ubb,alumni,serper_search,0.65,0,"2026-02-26 02:40:45"
264,2945,ika_ubb,alumni,serper_search,0.65,0,"2026-02-26 02:40:45"
265,2945,lppmubbofficial,lppm,serper_search,0.65,0,"2026-02-26 02:40:45"
266,2950,bem.uss_,bem,serper_search,0.65,0,"2026-02-26 02:41:21"
267,2950,bem.uss,bem,serper_search,0.65,0,"2026-02-26 02:41:21"
268,2950,lppmuss,lppm,serper_search,0.65,0,"2026-02-26 02:41:21"
269,2992,mamiimira,alumni,serper_search,0.65,0,"2026-02-26 02:43:07"
270,3010,bemupstegal,bem,serper_search,0.65,0,"2026-02-26 02:43:58"
271,3010,kemahasiswaan_ups_tegal,kemahasiswaan,serper_search,0.65,0,"2026-02-26 02:43:58"
272,3010,upsalumni,alumni,serper_search,0.65,0,"2026-02-26 02:43:58"
273,3010,alumniupsfh,alumni,serper_search,0.65,0,"2026-02-26 02:43:58"
274,3010,lppm_upstegal,lppm,serper_search,0.65,0,"2026-02-26 02:43:58"
275,3028,ika_pnb,alumni,serper_search,0.65,0,"2026-02-26 02:45:01"
276,3028,alumni_pnbjogja,alumni,serper_search,0.65,0,"2026-02-26 02:45:01"
277,3033,bem.stiesgasantara_,bem,serper_search,0.65,0,"2026-02-26 02:45:27"
278,3212,bemuij,bem,serper_search,0.875,0,"2026-02-26 06:40:47"
279,3212,bemuij_official,bem,serper_search,0.65,0,"2026-02-26 06:40:47"
280,3212,kemahasiswaan_uij,kemahasiswaan,serper_search,0.65,0,"2026-02-26 06:40:48"
281,3212,lppmuijember,lppm,serper_search,0.65,0,"2026-02-26 06:40:48"
282,3217,bem_umk,bem,serper_search,0.65,0,"2026-02-26 06:41:26"
283,3217,kemahasiswaan_umk,kemahasiswaan,serper_search,0.65,0,"2026-02-26 06:41:26"
284,3217,alumni_umk,alumni,serper_search,0.65,0,"2026-02-26 06:41:26"
285,3217,lppm_umk,lppm,serper_search,0.65,0,"2026-02-26 06:41:26"
286,3231,bem.upj,bem,serper_search,0.65,0,"2026-02-26 06:42:57"
287,3231,bkal_upj,kemahasiswaan,serper_search,0.65,0,"2026-02-26 06:42:57"
288,3231,lppm.upj,lppm,serper_search,0.65,0,"2026-02-26 06:42:57"
289,3237,bemumm,bem,serper_search,0.65,0,"2026-02-26 06:43:09"
290,3237,pmb_umm,pmb,serper_search,0.65,0,"2026-02-26 06:43:09"
291,3237,kemahasiswaan_umm,kemahasiswaan,serper_search,0.65,0,"2026-02-26 06:43:09"
292,3237,kemahasiswaanumm,kemahasiswaan,serper_search,0.65,0,"2026-02-26 06:43:09"
293,3237,umm.alumni,alumni,serper_search,0.65,0,"2026-02-26 06:43:09"
294,3237,lppmumm,lppm,serper_search,0.65,0,"2026-02-26 06:43:09"
295,3247,bem_stiab_jinarakkhita,bem,serper_search,0.65,0,"2026-02-26 06:44:03"
296,3265,bemunivawalbros,bem,serper_search,0.65,0,"2026-02-26 06:44:28"
297,3265,kemahasiswaan_uab,kemahasiswaan,serper_search,0.65,0,"2026-02-26 06:44:28"
298,3265,alumniuab,alumni,serper_search,0.65,0,"2026-02-26 06:44:28"
299,3265,uabalumni,alumni,serper_search,0.65,0,"2026-02-26 06:44:28"
300,3273,bemueu_official,bem,serper_search,0.95,0,"2026-02-26 06:45:19"
301,3273,aruna9news,humas,serper_search,0.6,0,"2026-02-26 06:45:19"
302,3536,ika.slmfhunnes,alumni,serper_search,0.65,0,"2026-02-26 10:40:33"
303,3539,ikapens.official,alumni,serper_search,0.65,0,"2026-02-26 10:41:01"
304,3552,bem.pbk_official,bem,serper_search,0.65,0,"2026-02-26 10:41:55"
305,3560,ikaitpln,alumni,serper_search,0.65,0,"2026-02-26 10:42:08"
306,3560,lppmitpln,lppm,serper_search,0.65,0,"2026-02-26 10:42:08"
307,3595,kmhs_stiami,kemahasiswaan,serper_search,0.65,0,"2026-02-26 10:43:54"
308,3595,ikastiami,alumni,serper_search,0.65,0,"2026-02-26 10:43:54"
309,3595,lppmstiami,lppm,serper_search,0.65,0,"2026-02-26 10:43:54"
310,3604,lppm_umk,lppm,serper_search,0.95,0,"2026-02-26 10:44:18"
311,3604,bem_umk,bem,serper_search,0.65,0,"2026-02-26 10:44:18"
312,3604,kemahasiswaan_umk,kemahasiswaan,serper_search,0.65,0,"2026-02-26 10:44:18"
313,3604,alumni_umk,alumni,serper_search,0.65,0,"2026-02-26 10:44:18"
314,3627,bem_sttpontianak,bem,serper_search,0.65,0,"2026-02-26 10:45:57"
315,3641,bem_stdhkbp,bem,serper_search,0.65,0,"2026-02-26 10:46:30"
316,3945,lppm.ubg,lppm,serper_search,0.6,0,"2026-02-27 02:40:43"
317,3957,lp2mukt,lppm,serper_search,0.65,0,"2026-02-27 02:41:09"
318,3960,bem_stieieu.official,bem,serper_search,0.65,0,"2026-02-27 02:41:23"
319,3970,fay_fathimah,pmb,serper_search,0.65,0,"2026-02-27 02:42:04"
320,3985,bemuiidalwa,bem,serper_search,0.65,0,"2026-02-27 02:42:41"
321,3985,kemahasiswaanuii,kemahasiswaan,serper_search,0.65,0,"2026-02-27 02:42:41"
322,3985,alumni.uii.inf99,alumni,serper_search,0.65,0,"2026-02-27 02:42:41"
323,3998,alumnipmmjatim,alumni,serper_search,0.65,0,"2026-02-27 02:43:30"
324,4010,bem_upnvj,bem,serper_search,0.875,0,"2026-02-27 02:44:08"
325,4010,kemahasiswaan_bemupnvj,bem,serper_search,0.65,0,"2026-02-27 02:44:08"
326,4010,kemahasiswaanupnvj,kemahasiswaan,serper_search,0.65,0,"2026-02-27 02:44:08"
327,4010,ika.upnvj,alumni,serper_search,0.65,0,"2026-02-27 02:44:08"
328,4010,lppmupnvj,lppm,serper_search,0.65,0,"2026-02-27 02:44:08"
329,4012,bem_uwhs,bem,serper_search,0.65,0,"2026-02-27 02:44:20"
330,4021,ari_bem,bem,serper_search,0.65,0,"2026-02-27 02:44:43"
331,4022,bem.upm,bem,serper_search,0.65,0,"2026-02-27 02:44:55"
